"Id_recorrido","duracion_recorrido","fecha_origen_recorrido","nombre_estacion_origen","long_estacion_origen","lat_estacion_origen","fecha_destino_recorrido","nombre_estacion_destino","long_estacion_destino","lat_estacion_destino","id_usuario","modelo_bicicleta","Género","fecha"
"14506568BAEcobici",559,2022-05-17 17:35:31,"365 - Venancio Flores",-58.473844,-34.630108,2022-05-17 17:44:50,"324 - Las Victorias",-58.487078,-34.626778,"702081BAEcobici","ICONIC","MALE",2022-05-17
"14104170BAEcobici",2155,2022-04-08 11:59:04,"213 - Hospital Alvear",-58.47421143,-34.5972098,2022-04-08 12:34:59,"121 - YATAY",-58.4285093,-34.6011732,"737093BAEcobici","FIT","FEMALE",2022-04-08
"16438336BAEcobici",443,2022-11-24 21:55:57,"025 - Plaza Guemes",-58.4161178,-34.5894269,2022-11-24 22:03:20,"116 - HOSPITAL ALEMÁN",-58.4025894,-34.5921708,"101246BAEcobici","FIT","MALE",2022-11-24
"16401201BAEcobici",614,2022-11-22 15:12:59,"103 - MALBA",-58.403214,-34.57716,2022-11-22 15:23:13,"189 - POSADAS",-58.3852113,-34.5886889,"749639BAEcobici","FIT","MALE",2022-11-22
"15696839BAEcobici",330,2022-09-22 20:43:16,"023 - Suipacha",-58.379836,-34.600139,2022-09-22 20:48:46,"002 - Retiro I",-58.37470989,-34.59242413,"704207BAEcobici","ICONIC","OTHER",2022-09-22
"15700924BAEcobici",1263,2022-09-23 09:08:41,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,2022-09-23 09:29:44,"335 - General Urquiza",-58.411278,-34.572165,"241356BAEcobici","FIT","MALE",2022-09-23
"14282337BAEcobici",1440,2022-04-26 11:28:02,"189 - POSADAS",-58.3852113,-34.5886889,2022-04-26 11:52:02,"182 - RAVIGNANI Y GUATEMALA",-58.4352466,-34.5780479,"228169BAEcobici","FIT","MALE",2022-04-26
"14863628BAEcobici",363,2022-06-30 21:48:46,"056 - Plaza Palermo Viejo",-58.425999,-34.588567,2022-06-30 21:54:49,"005 - Plaza Italia",-58.4209542,-34.5805497,"204272BAEcobici","ICONIC","OTHER",2022-06-30
"16751173BAEcobici",1626,2022-12-26 22:50:50,"147 - Constitución",-58.380707,-34.626851,2022-12-26 23:17:56,"373 - Jorgelina De Simone",-58.39125,-34.62393,"937347BAEcobici","FIT","MALE",2022-12-26
"13490492BAEcobici",389,2022-02-09 21:55:41,"104 - Federico Lacroze",-58.455212,-34.587617,2022-02-09 22:02:10,"101 - Fitz Roy",-58.4424397,-34.5891857,"119288BAEcobici","ICONIC","MALE",2022-02-09
"14814462BAEcobici",571,2022-06-24 18:57:12,"041 - PARQUE PATRICIOS II",-58.4058883,-34.6371232,2022-06-24 19:06:43,"184 - Pedro Echague",-58.3913419,-34.6306129,"833404BAEcobici","ICONIC","MALE",2022-06-24
"15933781BAEcobici",927,2022-10-13 16:12:07,"171 - Pasteur",-58.3997553,-34.6032813,2022-10-13 16:27:34,"030 - Peña",-58.3973698,-34.5908211,"812520BAEcobici","ICONIC","MALE",2022-10-13
"16753185BAEcobici",833,2022-12-27 07:53:46,"269 - Plaza De La Misericordia",-58.45534,-34.6317,2022-12-27 08:07:39,"349 - Plaza Saenz Peña",-58.467476,-34.609761,"13751BAEcobici","FIT","MALE",2022-12-27
"15209800BAEcobici",1174,2022-08-11 13:10:50,"330 - Parque Avellaneda",-58.478266,-34.6424248,2022-08-11 13:30:24,"352 - San Jose de Flores",-58.463297377,-34.62883578,"850184BAEcobici","FIT","MALE",2022-08-11
"15084793BAEcobici",986,2022-07-29 12:05:51,"109 - ESTACION PUEYRREDON",-58.501487,-34.581135,2022-07-29 12:22:17,"378 - AGRONOMIA",-58.482079,-34.59807,"521120BAEcobici","FIT","OTHER",2022-07-29
"16621641BAEcobici",2888,2022-12-13 12:19:37,"256 - PLAZA NORUEGA",-58.459289,-34.562277,2022-12-13 13:07:45,"253 - Plaza Colegiales",-58.44349,-34.57653,"526275BAEcobici","ICONIC","OTHER",2022-12-13
"13840604BAEcobici",2113,2022-03-16 06:04:56,"058 - Ministro Carranza",-58.4346883,-34.5752773,2022-03-16 06:40:09,"058 - Ministro Carranza",-58.4346883,-34.5752773,"835495BAEcobici","ICONIC","MALE",2022-03-16
"14354468BAEcobici",1111,2022-05-03 11:37:54,"124 - UGARTECHE",-58.411965,-34.580538,2022-05-03 11:56:25,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"33307BAEcobici","FIT","FEMALE",2022-05-03
"14701459BAEcobici",1439,2022-06-09 23:13:01,"179 - CASA SAN",-58.3642885,-34.6384786,2022-06-09 23:37:00,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,"773046BAEcobici","FIT","FEMALE",2022-06-09
"16135770BAEcobici",505,2022-10-31 14:28:41,"149 - LIMA",-58.3813642,-34.6153266,2022-10-31 14:37:06,"191 - Rivadavia y 9 de Julio",-58.3808358,-34.6079305,"902206BAEcobici","FIT","MALE",2022-10-31
"15203245BAEcobici",436,2022-08-10 19:57:51,"120 - HOSPITAL RAMOS MEJIA",-58.4092876,-34.617509,2022-08-10 20:05:07,"013 - ONCE",-58.406,-34.61009,"770429BAEcobici","FIT","MALE",2022-08-10
"14812075BAEcobici",444,2022-06-24 15:27:00,"270 - PLAZA DEL ANGEL GRIS",-58.457555,-34.622003,2022-06-24 15:34:24,"223 - GAINZA",-58.446751,-34.616758,"227258BAEcobici","ICONIC","FEMALE",2022-06-24
"15032733BAEcobici",1392,2022-07-21 23:04:21,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-07-21 23:27:33,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"772770BAEcobici","FIT","FEMALE",2022-07-21
"16430662BAEcobici",2684,2022-11-24 13:06:31,"046 - Chile",-58.3743749,-34.6163012,2022-11-24 13:51:15,"046 - Chile",-58.3743749,-34.6163012,"923772BAEcobici","ICONIC","MALE",2022-11-24
"16527799BAEcobici",1510,2022-12-02 15:37:46,"200 - AUSTRIA Y FRENCH",-58.4053617,-34.5890696,2022-12-02 16:02:56,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,"28013BAEcobici","FIT","MALE",2022-12-02
"13532411BAEcobici",778,2022-02-14 18:22:13,"159 - Fitz Roy & Gorriti",-58.437339,-34.58495,2022-02-14 18:35:11,"136 - Acevedo",-58.442685,-34.599659,"807406BAEcobici","ICONIC","FEMALE",2022-02-14
"14475662BAEcobici",444,2022-05-13 16:09:50,"188 - Aranguren",-58.43276297,-34.61036075,2022-05-13 16:17:14,"129 - Velasco",-58.434875,-34.600275,"664277BAEcobici","FIT","MALE",2022-05-13
"13238769BAEcobici",996,2022-01-12 10:18:37,"064 - RIOBAMBA",-58.3941087,-34.5936508,2022-01-12 10:35:13,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,"825472BAEcobici","ICONIC","OTHER",2022-01-12
"15852485BAEcobici",1759,2022-10-05 17:51:37,"197 - PLAZA CIUDAD DE UDINE",-58.493044,-34.620998,2022-10-05 18:20:56,"218 - Campana",-58.484297,-34.616813,"871588BAEcobici","FIT","FEMALE",2022-10-05
"15314033BAEcobici",1255,2022-08-22 12:25:26,"165 - PLAZA MONSEÑOR MIGUEL DE ANDREA",-58.407614,-34.597048,2022-08-22 12:46:21,"075 - Plaza Primero de Mayo",-58.3989871,-34.6122976,"781810BAEcobici","FIT","FEMALE",2022-08-22
"13407173BAEcobici",1458,2022-02-01 20:36:14,"136 - Acevedo",-58.442685,-34.599659,2022-02-01 21:00:32,"206 - Galicia",-58.47098,-34.615945,"728424BAEcobici","ICONIC","MALE",2022-02-01
"14483431BAEcobici",1278,2022-05-14 15:06:53,"043 - PLAZA ALBERDI",-58.487772,-34.559255,2022-05-14 15:28:11,"379 - PARQUE SARMIENTO II",-58.50289,-34.56454,"102273BAEcobici","FIT","MALE",2022-05-14
"15504871BAEcobici",1591,2022-09-07 11:09:13,"231 - Margariños Cervantes",-58.474369,-34.610482,2022-09-07 11:35:44,"279 - PLAZA MONTE CASTRO",-58.4985253,-34.6182924,"652476BAEcobici","FIT","FEMALE",2022-09-07
"16553510BAEcobici",442,2022-12-05 16:50:13,"242 - Plazoleta Rafael del Riego",-58.446381,-34.567483,2022-12-05 16:57:35,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,"31841BAEcobici","FIT","MALE",2022-12-05
"16204713BAEcobici",910,2022-11-04 21:33:51,"070 - ARAOZ",-58.4260597,-34.5926862,2022-11-04 21:49:01,"190 - JUNCAL",-58.4111136,-34.5850763,"615054BAEcobici","ICONIC","MALE",2022-11-04
"15156307BAEcobici",2866,2022-08-05 17:34:24,"257 - Plaza Francisco Ramirez",-58.469133,-34.553262,2022-08-05 18:22:10,"133 - BEIRO Y SEGUROLA",-58.51193,-34.6075,"117292BAEcobici","FIT","MALE",2022-08-05
"14521550BAEcobici",1753,2022-05-19 17:11:11,"285 - ESPINOSA",-58.457317,-34.603936,2022-05-19 17:40:24,"075 - Plaza Primero de Mayo",-58.3989871,-34.6122976,"80497BAEcobici","ICONIC","FEMALE",2022-05-19
"16304758BAEcobici",1364,2022-11-12 20:05:20,"335 - General Urquiza",-58.411278,-34.572165,2022-11-12 20:28:04,"044 - Ecoparque",-58.4138829,-34.5755148,"923042BAEcobici","ICONIC","MALE",2022-11-12
"13340357BAEcobici",2441,2022-01-25 20:03:19,"018 - Independencia",-58.380565,-34.617654,2022-01-25 20:44:00,"005 - Plaza Italia",-58.4209542,-34.5805497,"715138BAEcobici","FIT","OTHER",2022-01-25
"14653533BAEcobici",1780,2022-06-04 13:48:21,"156 - Plaza Alemania",-58.4074696,-34.5775895,2022-06-04 14:18:01,"056 - Plaza Palermo Viejo",-58.425999,-34.588567,"864456BAEcobici","FIT","MALE",2022-06-04
"15407483BAEcobici",357,2022-08-30 07:54:58,"065 - Julián Álvarez",-58.4157873,-34.5873124,2022-08-30 08:00:55,"190 - JUNCAL",-58.4111136,-34.5850763,"855939BAEcobici","ICONIC","MALE",2022-08-30
"15557837BAEcobici",640,2022-09-12 13:42:56,"205 - SAN MARTIN",-58.453475,-34.605567,2022-09-12 13:53:36,"300 - Jose Artigas",-58.4669322018588,-34.5902732694463,"863221BAEcobici","ICONIC","FEMALE",2022-09-12
"15019946BAEcobici",1486,2022-07-20 18:18:40,"276 - PRIMERA JUNTA",-58.441607,-34.620717,2022-07-20 18:43:26,"070 - ARAOZ",-58.4260597,-34.5926862,"818195BAEcobici","FIT","MALE",2022-07-20
"14082538BAEcobici",513,2022-04-06 21:14:48,"014 - Pacifico",-58.426387,-34.577424,2022-04-06 21:23:21,"065 - Julián Álvarez",-58.4157873,-34.5873124,"658533BAEcobici","FIT","OTHER",2022-04-06
"13500402BAEcobici",1528,2022-02-10 18:31:57,"050 - Hospital Rivadavia",-58.4010798,-34.5837348,2022-02-10 18:57:25,"070 - ARAOZ",-58.4260597,-34.5926862,"357363BAEcobici","ICONIC","OTHER",2022-02-10
"13571076BAEcobici",1406,2022-02-17 17:56:16,"146 - Hospital Francés",-58.4078419,-34.6221118,2022-02-17 18:19:42,"018 - Independencia",-58.380565,-34.617654,"459391BAEcobici","ICONIC","MALE",2022-02-17
"15071659BAEcobici",410,2022-07-27 21:01:07,"137 - AZOPARDO Y CHILE",-58.3674923,-34.6155977,2022-07-27 21:07:57,"061 - Ministerio de Economia",-58.370716,-34.608936,"827107BAEcobici","FIT","MALE",2022-07-27
"13242202BAEcobici",585,2022-01-12 17:23:37,"137 - AZOPARDO Y CHILE",-58.3674923,-34.6155977,2022-01-12 17:33:22,"006 - Parque Lezama",-58.369758,-34.628526,"784838BAEcobici","ICONIC","MALE",2022-01-12
"14162921BAEcobici",1275,2022-04-13 18:19:53,"144 - PUEYRREDÓN",-58.4060944,-34.6018744,2022-04-13 18:41:08,"168 - Estados Unidos",-58.3812271,-34.6186217,"157603BAEcobici","ICONIC","MALE",2022-04-13
"13364965BAEcobici",711,2022-01-28 08:31:37,"272 - Plaza Bruno Giordano",-58.440584,-34.616151,2022-01-28 08:43:28,"129 - Velasco",-58.434875,-34.600275,"549969BAEcobici","FIT","MALE",2022-01-28
"13635269BAEcobici",1033,2022-02-23 19:36:36,"260 - SAN MIGUEL DE GARICOITS",-58.457799,-34.577329,2022-02-23 19:53:49,"257 - Plaza Francisco Ramirez",-58.469133,-34.553262,"732143BAEcobici","ICONIC","MALE",2022-02-23
"15159030BAEcobici",640,2022-08-05 21:33:49,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,2022-08-05 21:44:29,"012 - Plaza Vicente Lopez",-58.388807,-34.5927096,"159800BAEcobici","ICONIC","OTHER",2022-08-05
"16166941BAEcobici",741,2022-11-02 16:11:50,"012 - Plaza Vicente Lopez",-58.388807,-34.5927096,2022-11-02 16:24:11,"084 - TEATRO PICADERO",-58.3937375,-34.6042288,"703595BAEcobici","ICONIC","FEMALE",2022-11-02
"16661664BAEcobici",1194,2022-12-16 14:28:47,"083 - Paraná",-58.3893728,-34.603269,2022-12-16 14:48:41,"316 - Buenos Aires",-58.39666367,-34.645523264,"147498BAEcobici","ICONIC","MALE",2022-12-16
"16079646BAEcobici",462,2022-10-26 09:52:32,"093 - CARLOS CALVO",-58.3944635,-34.620798,2022-10-26 10:00:14,"086 - SAAVEDRA",-58.4016808,-34.6212681,"58549BAEcobici","FIT","MALE",2022-10-26
"15257654BAEcobici",688,2022-08-16 17:03:46,"173 - EL LIBERTADOR",-58.5033086,-34.5947293,2022-08-16 17:15:14,"265 - Plaza Exodo Jujeño",-58.4810831468321,-34.5823369182868,"430871BAEcobici","FIT","MALE",2022-08-16
"15947639BAEcobici",951,2022-10-14 15:39:08,"033 - Facultad de Medicina",-58.3989807,-34.5970909,2022-10-14 15:54:59,"100 - Plaza Gurruchaga",-58.435187,-34.593141,"902544BAEcobici","FIT","MALE",2022-10-14
"16243849BAEcobici",1424,2022-11-08 15:50:03,"354 - José Martí",-58.463114,-34.6439,2022-11-08 16:13:47,"298 - PLAZA DR. JUAN B. TERAN",-58.5197809873066,-34.6214120712867,"884963BAEcobici","FIT","MALE",2022-11-08
"16755790BAEcobici",1108,2022-12-27 12:47:06,"314 - ALLENDE",-58.5116722,-34.6147875,2022-12-27 13:05:34,"203 - Beiro",-58.50335,-34.6008,"164301BAEcobici","FIT","MALE",2022-12-27
"13164046BAEcobici",1082,2022-01-03 17:45:33,"063 - Reconquista",-58.373062,-34.5986,2022-01-03 18:03:35,"163 - ONCE II",-58.4064308,-34.6095663,"18089BAEcobici","ICONIC","FEMALE",2022-01-03
"15091624BAEcobici",2630,2022-07-29 22:45:42,"014 - Pacifico",-58.426387,-34.577424,2022-07-29 23:29:32,"373 - Jorgelina De Simone",-58.39125,-34.62393,"325046BAEcobici","FIT","FEMALE",2022-07-29
"16581569BAEcobici",1354,2022-12-07 18:08:36,"256 - PLAZA NORUEGA",-58.459289,-34.562277,2022-12-07 18:31:10,"289 - MONTAÑESES",-58.454181,-34.551304,"535269BAEcobici","FIT","OTHER",2022-12-07
"15273346BAEcobici",1025,2022-08-17 20:22:17,"200 - AUSTRIA Y FRENCH",-58.4053617,-34.5890696,2022-08-17 20:39:22,"113 - Guatemala",-58.424996,-34.585878,"832185BAEcobici","FIT","MALE",2022-08-17
"15139789BAEcobici",1698,2022-08-04 09:22:03,"361 - Plaza Don Segundo Sombra",-58.4505,-34.64196,2022-08-04 09:50:21,"074 - INSTITUTO LELOIR",-58.43454,-34.60439,"877235BAEcobici","ICONIC","MALE",2022-08-04
"16319385BAEcobici",1474,2022-11-14 19:13:53,"251 - Solar de la Abadía",-58.436752,-34.567633,2022-11-14 19:38:27,"257 - Plaza Francisco Ramirez",-58.469133,-34.553262,"795860BAEcobici","FIT","MALE",2022-11-14
"15815469BAEcobici",523,2022-10-03 09:28:48,"069 - Ecuador",-58.4046092,-34.5961006,2022-10-03 09:37:31,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,"368158BAEcobici","ICONIC","MALE",2022-10-03
"14201721BAEcobici",1058,2022-04-18 20:09:30,"093 - CARLOS CALVO",-58.3944635,-34.620798,2022-04-18 20:27:08,"064 - RIOBAMBA",-58.3941087,-34.5936508,"455182BAEcobici","ICONIC","MALE",2022-04-18
"14007799BAEcobici",361,2022-03-31 12:42:11,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,2022-03-31 12:48:12,"103 - MALBA",-58.403214,-34.57716,"281988BAEcobici","FIT","MALE",2022-03-31
"14028023BAEcobici",378,2022-04-01 19:23:10,"333 - PARQUE DE LA ESTACIÓN",-58.4118397,-34.608096,2022-04-01 19:29:28,"161 - Humahuaca",-58.4196761,-34.6020779,"38619BAEcobici","ICONIC","MALE",2022-04-01
"13935118BAEcobici",756,2022-03-24 14:11:06,"037- Claudia Pía Braudracco",-58.3779002,-34.6081643,2022-03-24 14:23:42,"002 - Retiro I",-58.37470989,-34.59242413,"56857BAEcobici","ICONIC","MALE",2022-03-24
"15384829BAEcobici",722,2022-08-27 14:18:55,"227 -Club Ciudad de Buenos Aires",-58.459499,-34.544503,2022-08-27 14:30:57,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"845169BAEcobici","FIT","MALE",2022-08-27
"16044312BAEcobici",1517,2022-10-23 19:53:48,"012 - Plaza Vicente Lopez",-58.388807,-34.5927096,2022-10-23 20:19:05,"128 - PARQUE DEL BAJO",-58.36882117,-34.60515159,"791445BAEcobici","FIT","FEMALE",2022-10-23
"14107429BAEcobici",399,2022-04-08 15:44:24,"396 - PLAZA ALBERTI",-58.4579,-34.5557,2022-04-08 15:51:03,"254 - Plaza Rafael Hernandez",-58.455166,-34.562161,"317040BAEcobici","ICONIC","MALE",2022-04-08
"14916652BAEcobici",668,2022-07-07 18:06:59,"061 - Ministerio de Economia",-58.370716,-34.608936,2022-07-07 18:18:07,"095 - ESMERALDA",-58.3781678,-34.6021121,"35622BAEcobici","FIT","FEMALE",2022-07-07
"16450550BAEcobici",1273,2022-11-25 18:33:58,"026 - JUANA MANSO I",-58.3638723,-34.600752,2022-11-25 18:55:11,"008 - Congreso",-58.3893364,-34.6094218,"82892BAEcobici","FIT","MALE",2022-11-25
"13917443BAEcobici",2385,2022-03-22 21:40:18,"014 - Pacifico",-58.426387,-34.577424,2022-03-22 22:20:03,"352 - San Jose de Flores",-58.463297377,-34.62883578,"29130BAEcobici","FIT","FEMALE",2022-03-22
"14551249BAEcobici",1449,2022-05-23 15:18:17,"281 - Villa Urquiza",-58.48692409,-34.573734,2022-05-23 15:42:26,"159 - Fitz Roy & Gorriti",-58.437339,-34.58495,"804951BAEcobici","FIT","MALE",2022-05-23
"16625985BAEcobici",936,2022-12-13 18:14:23,"116 - HOSPITAL ALEMÁN",-58.4025894,-34.5921708,2022-12-13 18:29:59,"017 - Plaza Almagro",-58.4187306,-34.6064101,"698818BAEcobici","FIT","MALE",2022-12-13
"13739468BAEcobici",1545,2022-03-07 16:51:13,"187 - Jose Maria Moreno",-58.435801,-34.619879,2022-03-07 17:16:58,"092 - Salcedo",-58.4053386,-34.6316444,"76787BAEcobici","FIT","MALE",2022-03-07
"13790093BAEcobici",385,2022-03-11 14:44:00,"138 - Hospital Britanico",-58.3876724,-34.6353595,2022-03-11 14:50:25,"387 - Luna",-58.39965,-34.638584,"770553BAEcobici","ICONIC","MALE",2022-03-11
"15435717BAEcobici",614,2022-09-01 00:31:15,"089 - Cabello",-58.4056671,-34.5825475,2022-09-01 00:41:29,"165 - PLAZA MONSEÑOR MIGUEL DE ANDREA",-58.407614,-34.597048,"331196BAEcobici","FIT","FEMALE",2022-09-01
"16683899BAEcobici",1565,2022-12-19 00:41:45,"194 - PERÓN Y ACUÑA DE FIGUEROA",-58.4224635,-34.6060758,2022-12-19 01:07:50,"030 - Peña",-58.3973698,-34.5908211,"890826BAEcobici","FIT","MALE",2022-12-19
"13748208BAEcobici",847,2022-03-08 09:22:02,"018 - Independencia",-58.380565,-34.617654,2022-03-08 09:36:09,"164 - FACULTAD DE INGENIERIA",-58.3698984,-34.617301,"839209BAEcobici","ICONIC","FEMALE",2022-03-08
"13273398BAEcobici",588,2022-01-17 13:36:13,"278 - Donato Alvarez",-58.465568,-34.602028,2022-01-17 13:46:01,"378 - AGRONOMIA",-58.482079,-34.59807,"290138BAEcobici","FIT","OTHER",2022-01-17
"15832901BAEcobici",393,2022-10-04 13:21:44,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-10-04 13:28:17,"161 - Humahuaca",-58.4196761,-34.6020779,"859203BAEcobici","ICONIC","MALE",2022-10-04
"15589866BAEcobici",905,2022-09-14 13:39:10,"111 - MACACHA GUEMES",-58.3646858,-34.6054877,2022-09-14 13:54:15,"137 - AZOPARDO Y CHILE",-58.3674923,-34.6155977,"17608BAEcobici","ICONIC","MALE",2022-09-14
"14883667BAEcobici",319,2022-07-04 12:45:56,"022 - Arenales",-58.3825498,-34.5938629,2022-07-04 12:51:15,"095 - ESMERALDA",-58.3781678,-34.6021121,"615336BAEcobici","ICONIC","MALE",2022-07-04
"14726447BAEcobici",2748,2022-06-13 17:50:24,"038 - Plaza Libertad",-58.3828403,-34.5970497,2022-06-13 18:36:12,"254 - Plaza Rafael Hernandez",-58.455166,-34.562161,"399961BAEcobici","ICONIC","MALE",2022-06-13
"14571871BAEcobici",1321,2022-05-26 06:25:46,"186 - MANZANA 66",-58.4064415,-34.6136356,2022-05-26 06:47:47,"384 - PLAZA BENITO NAZAR",-58.445999589,-34.60511787,"668044BAEcobici","FIT","FEMALE",2022-05-26
"15032156BAEcobici",682,2022-07-21 21:02:59,"089 - Cabello",-58.4056671,-34.5825475,2022-07-21 21:14:21,"131- HOSPITAL DE CLÍNICAS",-58.3990158,-34.5984043,"153725BAEcobici","FIT","MALE",2022-07-21
"15182521BAEcobici",1225,2022-08-09 09:17:24,"080 - VALLE",-58.4341232,-34.6245807,2022-08-09 09:37:49,"059 - Coronel Diaz",-58.411493,-34.589968,"773751BAEcobici","FIT","FEMALE",2022-08-09
"15996433BAEcobici",1003,2022-10-19 14:25:21,"161 - Humahuaca",-58.4196761,-34.6020779,2022-10-19 14:42:04,"178 - José Marmol",-58.424853,-34.6234,"691474BAEcobici","FIT","MALE",2022-10-19
"16752026BAEcobici",1059,2022-12-27 01:54:19,"182 - RAVIGNANI Y GUATEMALA",-58.4352466,-34.5780479,2022-12-27 02:11:58,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"938262BAEcobici","FIT","FEMALE",2022-12-27
"14398638BAEcobici",993,2022-05-06 17:32:18,"365 - Venancio Flores",-58.473844,-34.630108,2022-05-06 17:48:51,"361 - Plaza Don Segundo Sombra",-58.4505,-34.64196,"752295BAEcobici","FIT","FEMALE",2022-05-06
"13450077BAEcobici",1369,2022-02-06 19:22:20,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,2022-02-06 19:45:09,"061 - Ministerio de Economia",-58.370716,-34.608936,"813293BAEcobici","ICONIC","FEMALE",2022-02-06
"14345328BAEcobici",638,2022-05-02 16:37:54,"367 - Eva Perón",-58.4698,-34.6471,2022-05-02 16:48:32,"322 - MARTÍ Y DIRECTORIO",-58.470136,-34.636406,"785874BAEcobici","FIT","MALE",2022-05-02
"13944722BAEcobici",2004,2022-03-25 19:30:38,"259 - PLAZA CASTELLI",-58.4645037,-34.5678255,2022-03-25 20:04:02,"142 - Armenia y Gorriti",-58.428974,-34.590541,"554842BAEcobici","FIT","MALE",2022-03-25
"16142053BAEcobici",463,2022-10-31 21:15:10,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,2022-10-31 21:22:53,"240 - ECHEVERRIA",-58.459298,-34.565409,"267283BAEcobici","FIT","FEMALE",2022-10-31
"16788787BAEcobici",615,2022-12-30 10:23:15,"136 - Acevedo",-58.442685,-34.599659,2022-12-30 10:33:30,"188 - Aranguren",-58.43276297,-34.61036075,"295160BAEcobici","ICONIC","MALE",2022-12-30
"14689546BAEcobici",1704,2022-06-08 20:30:57,"056 - Plaza Palermo Viejo",-58.425999,-34.588567,2022-06-08 20:59:21,"080 - VALLE",-58.4341232,-34.6245807,"228339BAEcobici","ICONIC","MALE",2022-06-08
"16100816BAEcobici",983,2022-10-27 17:46:25,"014 - Pacifico",-58.426387,-34.577424,2022-10-27 18:02:48,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,"273626BAEcobici","FIT","MALE",2022-10-27
"13509240BAEcobici",474,2022-02-11 14:24:11,"026 - JUANA MANSO I",-58.3638723,-34.600752,2022-02-11 14:32:05,"063 - Reconquista",-58.373062,-34.5986,"83835BAEcobici","ICONIC","MALE",2022-02-11
"13409425BAEcobici",517,2022-02-02 05:04:41,"018 - Independencia",-58.380565,-34.617654,2022-02-02 05:13:18,"151 - AIME PAINÉ",-58.361285,-34.6118145,"800106BAEcobici","ICONIC","MALE",2022-02-02
"14223663BAEcobici",1086,2022-04-20 13:02:53,"147 - Constitución",-58.380707,-34.626851,2022-04-20 13:20:59,"307 - LEONARDO PEREYRA",-58.3872342,-34.6506468,"162006BAEcobici","FIT","MALE",2022-04-20
"15019531BAEcobici",2662,2022-07-20 17:56:48,"330 - Parque Avellaneda",-58.478266,-34.6424248,2022-07-20 18:41:10,"123 - BASUALDO Y RODO",-58.4873593569069,-34.6523768530285,"870423BAEcobici","FIT","MALE",2022-07-20
"13201967BAEcobici",763,2022-01-07 12:39:12,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,2022-01-07 12:51:55,"091 - Pasco",-58.397602,-34.6174482,"174385BAEcobici","ICONIC","MALE",2022-01-07
"14789706BAEcobici",526,2022-06-22 07:54:03,"364 - CERRETTI Y MANUELA PEDRAZA",-58.50025,-34.56912,2022-06-22 08:02:49,"281 - Villa Urquiza",-58.48692409,-34.573734,"858017BAEcobici","FIT","FEMALE",2022-06-22
"14000619BAEcobici",930,2022-03-30 19:13:14,"345 - Plaza Mafalda",-58.4445804,-34.5809383,2022-03-30 19:28:44,"129 - Velasco",-58.434875,-34.600275,"307360BAEcobici","FIT","FEMALE",2022-03-30
"13823729BAEcobici",1340,2022-03-14 23:34:33,"008 - Congreso",-58.3893364,-34.6094218,2022-03-14 23:56:53,"008 - Congreso",-58.3893364,-34.6094218,"840518BAEcobici","FIT","MALE",2022-03-14
"16414672BAEcobici",1087,2022-11-23 12:54:18,"050 - Hospital Rivadavia",-58.4010798,-34.5837348,2022-11-23 13:12:25,"070 - ARAOZ",-58.4260597,-34.5926862,"81050BAEcobici","ICONIC","FEMALE",2022-11-23
"14417930BAEcobici",615,2022-05-09 11:02:24,"131- HOSPITAL DE CLÍNICAS",-58.3990158,-34.5984043,2022-05-09 11:12:39,"008 - Congreso",-58.3893364,-34.6094218,"3707BAEcobici","FIT","FEMALE",2022-05-09
"14174470BAEcobici",1266,2022-04-14 19:11:07,"186 - MANZANA 66",-58.4064415,-34.6136356,2022-04-14 19:32:13,"178 - José Marmol",-58.424853,-34.6234,"710531BAEcobici","FIT","OTHER",2022-04-14
"15843784BAEcobici",1217,2022-10-05 08:20:22,"150 - RODRIGO BUENO",-58.3554654,-34.6187547,2022-10-05 08:40:39,"273 - Plazoleta Colombia",-58.373726,-34.637697,"834945BAEcobici","FIT","MALE",2022-10-05
"14095450BAEcobici",1904,2022-04-07 18:33:34,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-04-07 19:05:18,"149 - LIMA",-58.3813642,-34.6153266,"46095BAEcobici","FIT","MALE",2022-04-07
"15327548BAEcobici",1670,2022-08-23 12:37:50,"058 - Ministro Carranza",-58.4346883,-34.5752773,2022-08-23 13:05:40,"346 - Plaza Zapiola",-58.474635,-34.573522,"602987BAEcobici","ICONIC","MALE",2022-08-23
